呵	;kk;kk;kk;kk;dz;ks;kk;kh;kh
䀗	;og;og;og;og;qj;hn;;
䁷	;ox;jo;po;ox;pq;wf;;
䆕	;bg;bg;bg;xg;ej;pw;;
䆢	;bg;bg;bg;xj;ej;pw;;
䇶	;vy;vy;vy;vj;rt;tq;;
䋉	;sx;sb;yb;sx;ie;xp;;
䍊	;fj;ff;fx;fj;ab;rm;;
䏐	;og;og;og;og;vj;en;;
䏣	;oq;oq;oq;oq;vf;ee;;
䐘	;oy;oy;oy;oy;vr;ee;;
䖼	;ie;ie;ie;iq;cz;jf;;
䘿	;pi;pi;pi;yq;tm;pu;;
䙠	;yj;pq;pr;yj;te;pu;;
䝌	;uy;uy;uy;uv;jr;ec;;
䞵	;ty;ty;ty;zv;pr;fh;;
䞷	;ti;ti;ti;zq;pm;fh;;
䟾	;zy;zy;zy;zv;pr;kh;;
䠇	;zi;zi;zi;zq;pm;kh;;
䡈	;ix;ix;ix;ix;yb;lq;;
䦆	;jy;jy;jy;jj;zr;qh;;
䦼	;eg;eg;eg;eg;tj;bn;;
刔	;gd;gd;gd;dd,dg;np;nw;;vs
匷	;kv;kv;kf;kq,kv;nu;ah;;hv
噊	;kk;kk;kk;kk,ky;dd;kc;;kv
妜	;ng;ng;ng;nd,ng;bj;vn;;nv
屫	;uk;uk;uk;uq;cd;nn;;vk
弡	;gj;gj;gj;gj;bn;xa;;vh
彏	;gy;gy;gy;gj,gy;br;xh;;vl
憠	;ix;ix;ix;xj,xq;xh;du;;hx
憰	;xk;xk;xk;xk,xy;hd;nc;;xv
戄	;xy;xy;xy;xj,xy;hr;nh;;xl
挗	;fy;fy;fy;fy;ub;rg;;fh
捔	;fy;fy;fy;fj;ut;rq;;fp
撧	;fb;fb;fb;fj;um;rx;;fi
欮	;qn;nq;br;qn;he;ub;;dp
爴	;kv;kv;kv;vg;ry;la;;sp
瑴	;wu;tu;uy;uu,uw,wu;gr;fp;;tp
疦	;bg;bg;bg;bd,bg;aj;un;;dd
瘚	;bq;bq;br;bj,bq;ae;uu;;dr
矡	;my;my;sy;mj,my;ir;cb;;vs
臄	;ou;ou;ou;oj,ou;vj;eh;;ys
芵	;cg;cg;cg;cd,cg;lj;an;;cd
虳	;iu;iu;iu;iu;ci;jq;;op
蚗	;ig;ig;ig;id,ig;cj;jn;;ov
蟩	;iq;iq;ir;ij,iq;ce;jd;;oh
袦	;pi;pi;pi;yi;tm;pu;;dv
觼	;dw;dw;dw;jw,jx;xh;qe;;pp
譎	;yk;yk;wk;yk,yy;sd;yc;;av
貜	;vy;vy;vy;vj,vy;mr;ee;;pl
赽	;tg;tg;tg;zd,zg;pj;fh;;td
鷢	;in;in;in;in,nj,nq;xx;du;;hd
𠀔	;ar;ar;ar;yr;fj;gn;;
𠄌	;ll;ll;vv;;ae;nn;;
𠄑	;jj;ll;vv;jj;aa;nn;;
𠊬	;re;re;re;rq,re;jz;ww;;
𠎮	;ra;rq;rr;rj,ra;je;wd;;
𠢤	;il;il;il;lj;xs;du;;
𠨊	;bx;fb;ab;gw,cw,bx;qy;fj;;
𠫃	;im;im;im;im;xe;df;;
𠶸	;ke;ke;ke;kq;dz;kw;;
𡈅	;kj;kj;kl;kj;rp;ld;;
𡚠	;dy;dy;dy;dj;mr;dh;;
𡲗	;ui;ui;ui;ui;cm;nd;;
𡳾	;kg;kv;vv;kg;sc;bn;;
𢁪	;jg;jg;jg;jg;rj;mh;;
𢎹	;gg;gg;gg;gg;bj;xn;;
𢏷	;gi;gi;gi;gq;bm;xn;;
𢔱	;xq;re;ie;xq;wz;tw;;
𢖦	;xj;ry;iy;xj;wr;th;;
𢨏	;ud;ug;ud;ud;lt;an;;
𢩯	;fa;fa;fa;fg,fy;uf;rb;;
𢯅	;ft;ft;ft;fl,ft;ug;rf;;
𢱺	;fp;fp;fy;fp;ur;rh;;
𢴭	;uj;su;yu;uj;iu;xq;;
𣅡	;og;og;og;og;oj;jn;;
𣖬	;mq;mq;mr;mj,mq;ee;su;;
𣨢	;di;di;di;dq;gm;gq;;
𣬎	;dg;dg;dg;ig,bg;wj;qk;;
𤛦	;nj;nq;nr;nj;qe;tr;;
𤞴	;qj;qy;qy;qj;mt;qt;;
𤟎	;qi;qi;qi;qq;mm;qt;;
𤹋	;bm;bm;bm;bm;ad;ut;;
𤼗	;bz;bz;br;bz;ap;uy;;
𥄴	;ob;ob;ob;ox;qe;hp;;
𥆌	;oj;oy;ot,oy;oj;qt;hq;;
𥈾	;oo;oo;oo;oy;qq;hp;;
𥏘	;ui;ui;ui;uq;om;td;;
𥕲	;uj;uq;ur;uj;me;dd;;
𥛯	;uy;uk;pk;uj,uy;fd;py;;
𥤘	;hy;hy;hy;hj;xr;th;;
𥪊	;li;li;li;lq;im;un;;
𥾮	;sg;sg;yg;sg;ip;xa;;
𦁐	;sq;si;yi;sq;im;xn;;
𦏅	;yj;yq;yr;yj;ge;ud;;
𦓐	;pl;pl;pl;pa;ty;tm;;
𦛲	;oy;oy;oy;oj;vt;eq;;
𦠒	;io;io;io;jo,oj;xv;du;;
𦪘	;vj;vq;vr;vj;ie;te;;
𧍕	;ie;ie;ie;iq;cz;jw;;
𧗫	;xs;rs;ii;xs;pk;tq;;
𧝃	;pk;pk;pk;yj,yy;td;pu;;
𧣸	;dy;dy;dy;jv;xr;qe;;
𧤼	;jj;dq;dr;jj;xe;qe;;
𧥎	;dy;dy;dy;jx;xh;qe;;
𧮫	;rk;rk;rk;bk,kr,rk;hg;ww;;
𧮬	;gu;gu;bu;gx,gu;hn;ww;;
𧱝	;yu;yu;yu;uv;rj;cc;;
𧺐	;ta;ta;ta;zg;pf;fh;;
𧾵	;ty;ty;ty;zj;pr;fh;;
𧿺	;zi;zi;zi;zi;pm;kh;;
𨊿	;iy;iy;iy;ix,iy;yr;lc;;
𨏹	;iy;iy;iy;ij;yr;lh;;
𨟠	;oe;oe;oe;eq,qe;qt;hh;me;sv;le
𨬐	;ij;ij;ij;jj;xz;du;;
𨰜	;jc;jc;jc;jj;zk;qe;;
𨼎	;eb;eb;eb;ej;tm;bx;;
𨼱	;fg;pg;pk;fg;tk;wn;;
𩊺	;gy;gy;gy;gj;tt;af;;
𩏺	;wj;wy;vy;wj;gr;nh;;
𩓻	;uy;uy;eb;uy,yj;vw;ml;;
𩧏	;mh;mv;mf;mh;nu;cf;;
𩧡	;om;om;om;mj,jm;qn;hh;;
𩪗	;gj;gq;gr;gj;fe;me;;
𩰨	;vc;vc;pc;vc;yk;en;;
𪁠	;dn;dn;dn;nj;kx;in;;
𪈴	;on;on;on;nj,jn;qx;hh;;
𪖜	;zt;zt;zt;bt;og;th;;
𪚅	;vc;vc;vc;ij;lk;hb;;
軍	;bi;bi;bi;bi;wy;pl;;ds
濬	;do;do;do;do,dr;kq;ih;;us
儁	;rj;rk;rv;rg,rj;jm;ww;;rr
麕	;lh;lh;gh;lh,lq;xx;yn;;dh
箘	;vh;vh;vh;vh,vq;rx;tl;;gh
寯	;bj;bk;bv;bg,bj;wm;pw;;bv
桾	;mk;mk;mk;mj;ed;sv;;mv
埈	;tw;tw;tw;tj;gh;fc;;tv
頵	;yj;yy;yb;yj;bw;vt;;vh
鈞	;jy;jy;jd;jy;zw;qq;;jp
燇	;hc;hc;hc;hz;ck;ou;;qd
鵔	;nw;nw;nw;nj;xh;wv;;pv
鵕	;nj;yn;sn;nj;kx;cw;;vp
駿	;mw;mw;mw;mj;nh;cc;;hv
鍕	;ji;ji;ji;jj;zy;qp;;jd
袀	;yy;py;pd;yy;tw;pu;;dp
賐	;bj;bw;ow;bj;oh;mc;;sv
陖	;ew;ew;ew;ej;th;bc;;vv
餕	;uj;uw;rw;uj;qh;wp,wy;;rv
馂	;uw;uw;uw;uj;qh;qn;;pv
汮	;dy;dy;dd;dy;kw;iq;;up
銁	;jo;jo;jo;jx;zo;qq;;jp
銞	;bj;bj;bj;jx;nz;qj;;pj
㑺	;rn;rn;rn;rj;jv;ww;;
㒞	;rs;rk;rv;rs;jm;wm;;
㓴	;ed;ed;ed;dr;lp;dm;;
㕙	;tw;yt;sd;tw;kw;cw;;
㚬	;ny;ny;nd;ny;bw;vq;;
㝦	;bn;bn;bn;bj;wv;pw;;
㴫	;de;de;de;dj;kt;iv;;
㻒	;wh;wh;wh;wj;nx;gl;;
㽙	;ty;ty;te;ty;qp;lc;;
䇹	;vk;vk;vk;vj;rd;tv;;
䕑	;cn;cn;cn;cs;lb;ax;;
䜭	;bg;bg;lk;bk,bg;gh;hp;;
䝍	;ui;ui;ui;uj;jy;ep;;
呁	;ky;ky;kd;ky;dw;kq;;kp
姰	;no;no;no;nx;bo;vq;;np
懏	;xj;xk;xv;xg,xj;hm;nw;;xr
攈	;fh;fh;fh;fh,fj;ux;ry;;fd
攟	;fh;fh;fh;fh,fj;ux;ry;;fd
棞	;mh;mh;mh;mh,mq;ex;sl;;mk
皸	;pj;bp;by;pj;wr;pl;;dv
皹	;pj;pi;vi;pj;ry;hc;;vd
碅	;uh;uh;uh;uh,uq;mx;dl;;hs
箟	;vb;vb;vb;vk;rv;tj;;gv
蚐	;iy;iy;id;iy;cw;jq;;op
蜠	;ih;ih;ih;ih,iq;cx;jl;;os
覠	;jj;yj;ye;jj;be;vt;;vs
鮶	;yj;yk;ak;yj;wd;qo;;pv
鵘	;yn;yn;yn;nj;bx;vt;;vp
麏	;lj;lk;gk;lj;xd;yn;;dk
𠀹	;ak;ak;ak;at;hd;gw;;
𠣕	;bv;bv;bv;gv;nn;qy;;
𠨢	;dw;dw;dw;wj,ww;xh;qd;;
𢉦	;gi;gi;gi;gj;xy;yp;;
𢻸	;py;yy;by;wy,yp,py;nh;qu;;
𤮪	;bc;bc;lc;wc,bc;al;ux;;
𥇘	;oh;oh;oh;oj,oq;qx;hl;;
𥚂	;uw;uw;pw;uj,uw;fh;py;;
𥜮	;uj;uk;pk;uj;fd;py;;
𥡣	;hj;hw;ha;hj;xa;ta;;
𦇘	;sj;sh;yh;sj;ix;xy;;
𦌺	;yy;yy;yy;jq;bt;vt;;
𦴌	;cx;cx;cx;cy;ll;ap;;
𦵼	;ce;ce;ce;cj;lt;av;;
𧥺	;yy;yy;we;yy;sm;yq;;
𧯖	;gr;go;bo;gr;hq;ww;;
𧽔	;ty;ty;ty;zy;pr;fh;;
𨌘	;iw;iw;iw;ij,iw;yh;lc;;
𨛐	;se;ye;se;je,se;kt;cw;;
𨲄	;iy;ey;ay;iy;pr;dc;;
𨶊	;rm;rm;rm;mh;ja;ww;;
𪍁	;lh;lh;lh;mj,mq;ex;sw;;
𪕞	;jw;jw;jw;uj,uw;ph;vn;;
佧	;rb;rb;rb;rk;jy;wh;rb;rs;rs
鉲	;jb;jb;jb;jk;zy;qh;;js
垰	;tx;tx;tx;tx;gy;fh;;ts
裃	;px;px;px;yx;ty;pu;;ds
䘔	;xk;pk;xk;xk;ts;tl;;
岂	;uj;uj;ej;uj;vv;mn;sj;sv;gv
開	;mk;mk;mk;mk;al;ug;;sc
豈	;ud;ub;ea,wa;ud;vz;mg;;sh
鎧	;jq;jb;ja;jd,jq;zz;qm;;js
凱	;jq;uj;ej;jd,jq;vo;mg;;sp
愒	;xh;xr;xv;xh;hf;nj;;xl
愷	;xq;xb;xa;xd,xq;hz;nm;;xs
輆	;ir;ir;ir;ih;yk;ly;;hd
塏	;tq;tb;ta;td,tq;gz;fm;;ts
剴	;dq;ud;ed;dd,dq;vp;mg;;ss
愾	;xm;xm;xm;xq;hp;nr;;xp
暟	;oq;ob;oa;od,oq;oz;jm;;ls
欯	;qj;tq;ur;qj;ge;fk;;tp
烗	;hr;hr;hr;hh;ck;oy;;qd
鍇	;jb;jb;jb;jj;zu;qx;;jh
鎎	;jm;jm;jm;jq;zp;qr;;jp
鐦	;jk;jk;jk;jk;zl;qu;;js
闓	;mq;mb;ma;md,mq;az;um;;sh
㚊	;xr;xr;xr;dh;lk;qq;;
㡁	;jk;jk;jk;jk;ra;mh;;
䁗	;oq;ob;oa;oq;qz;hm;;
䐩	;oq;ob;oa;oq;vz;em;;
䒓	;ck;ck;cv;ck;la;ag;;
䡷	;im;im;im;ig;ya;la;;
勓	;bl;bl;bl;lj;vs;xx;;hv
奒	;dr;dr;dr;dh;mk;dy;;hr
颽	;fq;uf;ei;fd,fq;vc;mg;;sp
𠢲	;dl;dl;dl;lj;xs;qe;;
𡁁	;ky;ky;ky;kk;dh;kp;;
𡙓	;dp;dp;dp;dy;me;du;;
𡳂	;uq;ub;ua;uq;cz;nm;;
𢋝	;gm;gm;gm;gm;xe;yr;;
𢔡	;xj;rb;ib;xj;wu;tx;;
𢢚	;xx;xq;xr;xx;he;nj;;
𢾆	;by;by;by;wj;vh;xx;;
𤉫	;ht;ht;ht;ht;cm;oa;;
𤐩	;hm;hm;hm;hg;ca;oa;;
𤡲	;qk;qk;qk;qk;ml;qt;;
𥃣	;ym;ym;ym;gg,mg;ga;ug;;
𥎆	;mh;mk;sk;mh;id;cb;;
𥏪	;ub;ub;ub;uj;ou;td;;
𥻄	;mb;mb;mb;mj;pu;ox;;
𦂄	;sj;sb;yb;sj;iu;xx;;
𨴆	;md;md;md;md;aa;ur;;
𩋧	;gb;gb;gb;gj;tu;af;;
𩫀	;gz;wd;wn;gz;gm;ym;;
嵌	;uq;uq;er;uq;ve;ma;sr;sr;gr
冚	;bu;bu;be;bu;wv;pm;gs;ds
栞	;gm;gm;gm;mj;ee;gd;;hm
凵	;vl;vl;vl;kd;mk;bn,zz;;vs;vs
顑	;yx;wy;xb;yx;nw;dg;;hh
轗	;ix;ix;ix;ig;yh;ld;;hh
偘	;rk;rk;rk;rp;jd;wk;;rk
埳	;tj;tj;tj;tj,tx;gp;fq;;tp
輡	;ij;ij;ij;ij,ix;yp;lq;;hp
扻	;fq;fq;fr;fq;ue;rq;;fp
㸝	;pq;pq;pr;pq;ae;th;;
䀍	;lm;lm;lm;mg;xa;uj;;
䘓	;xd;pj;xj,zj;xd;tp;tl;;
䶫	;vw;vw;vw;iy;lh;hb;;
惂	;xj;xj;xj;xj,xx;hp;nq;;xp
欿	;qx;dq;dr;qj,qx;xe;qv;;pp
歁	;qu;cq;qr;qu;ze;ad;;cp
矙	;ow;ow;ow;og,ok;qh;hu;;ss
竷	;lw;lw;lw;vw;xh;uj;;dp
鬫	;dg;mw;dw,lw;dg;jh;hg;;sd
龕	;lh;rl;rv;lh;jt;wg;;rh
𠝲	;hd;hd;hd;xd;xp;tj;;
𡶪	;uu;uu;ue;uu;mv;dm;;
𡸞	;ud;uj;ej;ud;vp;mq;;
𡺗	;uk;uo;eo;uk;vq;mr;;
𢙮	;ux;ux;ux;xz,zx;nh;dh;;
𢦟	;gv;gv;gv;gj;pa;aw;;
𣊟	;ow;ow;ow;og;oh;jn;;
𣣒	;jq;jq;jr;jq,qo;te;rj;;
𣽌	;dq;dq;dr;dk,dq;ke;iq;;
𥍓	;ow;ow;ow;oy;qh;hk;;
𥑫	;ub;ub;ub;ux;me;dp;;
𥓒	;uj;uj;uj;ud,uj;mp;dq;;
𥦔	;xk;bq;br;xk;ee;pw;;
𦞖	;oo;oo;oo;ok;vq;dr;;
𧇦	;dj;dj;dj;fh;kz;if;;
𧡵	;dj;dj;de;jd,dj;me;db;;
𧯰	;dj;dj;aj;dd,dj;zp;gk;;
𧱄	;ku;ku;ku;ul,ku,uk;dj;kk;;
𨍜	;iu;ib;iv;iu;ya;la;;
𨒞	;zi;zi;zi;zi;su;bm;;
𩐬	;lh;lh;lh;yh;xc;uj;;
𩑟	;jy;ry;rb,vb;yj,jy;jw;wy;;
𩒃	;wy;wy;wb;yw,wy;nw;dn;;
𩓟	;yj;dy;db;yd,yj;xw;qv;;
𩜱	;uu;ub;rv;uu;qa;wy;;
𪉯	;bu;vb;lv;lu,bu;ya;hl;;
鱇	;yk;yl;an;yk;wk;qo;;pd
囥	;kj;kj;kj;kk;ro;ly;;sh
漮	;dk;dl;dn;dk;kk;iy;;ud
穅	;hk;hl;hn;hk;xk;ty;;ed
匟	;kj;kj;kj;kk;no;ay;;hv
鈧	;jj;jj;jj;jk;zo;qy;;jd
鏮	;jk;jl;jn;jk;zk;qy;;jd
㝩	;bk;bl;bn;bk;wk;py;;
㰠	;qk;wq;wr;qk;ze;ym;;
㱂	;qk;gq;gr;qk;xe;yv;;
䡉	;ij;ij;ij;ik;yo;ly;;
嫝	;nk;nl;nn;nk;bk;vy;;nd
嵻	;uk;ul;en;uk;vk;my;;sd
槺	;mk;ml;mn;mk;ek;sy;;md
砊	;uj;uj;uj;uk;mo;dy;;hd
躿	;uk;ul;un;uk;zk;tm;;pd
閌	;mj;mj;mj;mk;ao;uy;;sv
𠻞	;kk;kl;kn;kk;dk;ky;;
𠾨	;kq;kq;kr;kq;de;km;;
𡵻	;uk;uj;ej;uk;vo;my;;
𡻚	;uk;ul;en;uk;vk;my;;
𢴦	;fx;fy;fb;fx;uw;ra;;
𣔛	;mw;mw;mw;mw;ep;sp;;
𤮊	;gw;gw;gw;wk;xr;yv;;
𥉽	;ok;ol;on;ok;qk;hy;;
𥒳	;bj;bj;bj;dk;wo;pd;;
𥕎	;uk;ul;un;uk;mk;dy;;
𥹺	;gm;gm;gm;mg;xp;yv;;
𨀫	;zj;zj;zj;zk;po;kh;;
𨂟	;zy;ze;zw;zy;pp;kh;;
𨄗	;zk;zl;zn;zk;pk;kh;;
𨎍	;ik;il;in;ik;yk;ly;;
𨝎	;ge;ge;ge;ke;xt;yv;;
𨻷	;ek;el;en;ek;tk;by;;
𪎵	;cj;cj;cj,nj;hk;no;am;;
攷	;wk;kw;aw;wk;fh;gn;;hp
丂	;av;av;av;ag;fa;gn;;hv
鲓	;yk;yk;av;yk;wa;qg;;pt
銬	;jk;jk;jv;jk;za;qf;;jt
䐧	;ok;ok;ok;og;vg;ey;;
䯌	;gj;gj;gj;gk;fk;me;;
䯪	;gy;wy;wb;gy;gw;ym;;
嵪	;ug;uk;ek;ug;vg;my;;sd
髛	;wj;wj;wj;gj,gk;gk;ym;;dv
鮳	;yk;yk;av;yk;wa;qo;;pt
鯌	;yg;yk;ak;yg;wd;qo;;pp
𡭳	;xe;mx;ax;yx,xe;ny;gf;;
𣧏	;dy;dy;dy;dw,dp;gh;gq;;
𣨻	;wb;wb;wb;db,ws;gv;yp;;
𣩅	;dk;dk;dk;dg;gg;gq;;
𥬯	;vk;vk;vv;vk;ra;tf;;
𥹬	;mk;mk;mv;mk;pa;of;;
𧋓	;ik;ik;ik;ig;cd;jt;;
𨃤	;zk;zk;zk;zg;pg;kh;;
𨘴	;zf;zf;zf;zk;qu;tf;;
𩩾	;gs;gs;gy;gs,gy;fv;me;;
課	;yg;yg;wg;yg;se;yj;;al
铪	;jk;jk;jk;jh;zd;qw;jk;jr;jr
蚵	;ik;ik;ik;ik;cz;js;ik;oh;oh
剋	;ud;ud;ud;dk;cp;dq;ud;hs;fo
殻	;uk;tu;uy;uj,uk;gr;fp;;tp
殼	;uj;tu;uy;uj;gr;fp;;tp
尅	;uc;uc;uc;ck,kc;ck;dq;;hd
緙	;sg;sg;yg;sg;it;xa;;ic
钶	;jk;jk;jk;jk;zz;qs;jk;jh;jh
榼	;mm;mm;mm;mh,mm;ea;sf;;mt
顆	;yg;gy;gb;yg;qw;js;;lh
趷	;zq;zv;zq;zq;pa;kh;;zp
頦	;yh;wy;wb;yh;kw;yn;;dh
砢	;uk;uk;uk;uk;mz;ds;;hh
勊	;ul;ul;ul;lk;cs;dq;;hp
樖	;rk;rk;rk;hk;jz;wg;;rs
碦	;uk;uk;uk;uk;ms;dp;;hb
渇	;db;db;db;db,dh;kv;ij;;ul
艐	;vw;vw;vw;vw;ih;te;;pp
錁	;jg;jg;jg;jg;ze;qj;;jl
悈	;xc;xc;xc;xj;hl;na;xg;xh;xh
硞	;uk;uk;uk;ug;md;dt;;hp
礚	;um;um;um;ug,um;ma;da;;hc
閜	;mk;mk;mk;mk;az;us;;ss
勀	;ul;ul;ul;lk;cs;dq;;hv
愘	;xk;xk;xk;xk;hs;np;;xb
薖	;cg;ck;cz;cg;lu;am;;cz
鈳	;jk;jk;jk;jk;zz;qs;;jh
㕉	;ik;ik;ik;ih;xd;dw;;
㞹	;uk;uk;ek;uk;vz;ms;;
㤩	;wx;wx;wx;xg;sh;tk;;
㪙	;gw;gw;gw;wg;qh;js;;
㪡	;by;by;by;wh;wh;pd;;
㪼	;jk;kj;dj;jk;zt;sk;;
㵣	;dx;dq;dr;dx;ke;ij;;
㾧	;bg;bg;bg;bg;ae;uj;;
䙐	;yg;pg;pl;yg;tn;pu;;
䶗	;vk;vk;vk;ik;lz;hb;;
堁	;tg;tg;tg;tg;ge;fj;;tl
娔	;nk;nx;ne;nk;bp;vd;;nh
嵙	;uk;ud;wu;uk;vj;mt;;ss
愙	;bx;bx;bx;xk;wh;pt;;bx
揢	;fk;fk;fk;fk;us;rp;;fb
敤	;gy;gy;gy;gy,pg;qh;js;;ls
牱	;nk;nk;nk;nk;qz;tr;;ph
犐	;nk;nd;nu;nk;qj;tr;;pe
翗	;xx;xx;xx;yd;lz;qq;;pv
萪	;ck;cd;cu;ck;lj;at;;cs
衉	;xg;pk;zk;xg;ts;tl;;pp
軻	;ik;ik;ik;ik;yz;ls;;hh
醘	;ym;ym;ym;yh,ym;ya;sg;;ht
騍	;mg;mg;mg;mg;ne;cj;;hl
𠏀	;rg;rk;rz;rg;ju;wm;;
𠡜	;wl;wl;wl;il;bs;yc;;
𠡤	;ll;sl;wl;ll;bs;yc;;
𠢹	;gl;gl;gl;lg,gl;xs;ya;;
𠩧	;iv;iv;iv;iv;xs;dw;;
𠪒	;ij;ij;ij;ij;xz;dk;;
𠪟	;if;if;if;if;xa;dv;;
𠲙	;kd;kd;kd;kd;di;kn;;
𠳭	;kk;kx;ke;kk;dp;kd;;
𠶲	;kf;kf;kf;kk,kf;da;kd;;
𠷄	;kf;kf;kf;kf;da;ky;;
𡞢	;nd;nd;nd;nk;bp;vd;;
𡱼	;ug;ug;ug;ug;ce;nj;;
𡸡	;iu;iu;ie;iu,uk;xv;dk;;
𡻘	;uh;um;em;uh;va;mu;;
𢈈	;gk;gk;gk;gh;xd;yw;;
𢩏	;hy;hv;ha;hy;ma;yn;;
𢩐	;hu;hu;he;hu;mv;yn;;
𢩘	;hh;hm;pm;hg,hh;ma;yn;;
𢼐	;by;by;by;pf,bp;wh;pm;;
𢾩	;ph;qy;ty;wg,hp,ph;gh;fc;;
𣧤	;dk;dk;dk;dk;gz;gq;;
𣲊	;bu;bu;lu;bu,uy;yk;hn;;
𣹇	;dk;dk;dk;uk;kz;ii;;
𤖇	;pg;pg;pg;pg;ae;nh;;
𤛗	;un;tn;un;kn,un,nu;gq;fn;;
𥃕	;hg;tm;um;hg;ga;fp;;
𥊉	;ok;ok;ok;oa,oh;qd;hp;;
𥔽	;uk;uk;uk;ud,uh;md;da;;
𥝹	;hj;hj;hj;hj;xt;tr;;
𥠁	;hk;hk;hk;hg;xd;tm;;
𥦨	;bj;bj;bj;xj;ez;pw;;
𥯚	;vk;vk;vk;vk;rs;tn;;
𦝣	;ok;ok;ok;ok;vs;ep;;
𧈗	;ij;ij;ij;jh;yz;lb;;
𧎗	;hi;hi;hi;ki;xc;tu;;
𧛾	;pm;pm;pm;yg,yh;ta;pu;;
𧜡	;pm;pm;pm;yh;ta;pu;;
𧠋	;jc;jc;oc;jc;el;hq;;
𧨵	;yf;yf;wf;yk,yf;sa;yd;;
𧵛	;bk;bk;ok;bk;oz;ms;;
𧿫	;zd;zd;zu;zd;pj;kh;;
𨍰	;im;im;im;ig;ya;lf;;
𨏿	;ii;ii;ii;yy,ii;yy;ll;;
𨢸	;ym;ym;ym;yh;ya;sg;;
𩏭	;wb;wb;vb;wb;gf;nh;;
𩜭	;uk;ud;ru;uk;qj;wy;;
𩭽	;ik;ek;ak;ik;ps;de;;
𩰻	;gq;gq;aq;gq;ni;gk;;
𩱘	;gq;gy;ay;gq;nt;gk;;
𪃭	;bn;bn;bn;nk,kn;wx;pt;;
𪍎	;mk;ld;lu;mk;ej;sw;;
𪓮	;hm;od;ov;mh,hm;od;jq;;
龈	;vg;vg;vg;ig;li;hw;vh;sv;sx
龂	;vj;vj;vj;ij;lt;hw;vj;sp;sp
褃	;po;po;po;yk;tv;pu;;ds
豤	;ug;ug;ug;ug;ji;ev;;hv
墾	;vt;vt;vt;tg;mg;ee;;pt
肎	;bo;bo;bo;bo;wv;pe;;dy
錹	;jo;jo;jo;jk;zv;qh;;js
㸧	;yg;yg;yg;yg;li;ah;;
懇	;vx;vx;vx;xg;mh;ee;;px
掯	;fo;fo;fo;fk;uv;rh;;fs
珢	;wg;wg;wg;wg;ni;gv;wh;wv;wx
肻	;bo;bo;lo;bo,by,ob;yv;hp;;sy
貇	;vg;vg;vg;vg;mi;ee;;pv
𠳁	;kk;km;kh;kk;de;kl;;
𣍟	;bo;bo;bo;bo,oa;wv;pg;;
𣥤	;vt;vt;vt;vt;sq;hl;;
𤀊	;dg;dg;dg;dk,dg;ki;ie;;
𥖞	;vu;vu;vu;uk,vu,ug;mm;ee;;
𨼯	;eg;eg;eg;ek,eg;ti;be;;
𩎤	;wg;wg;vg;wg;gi;nh;;
阬	;ej;ej;ej;ek;to;by;;vd
殸	;uu;tu;uy;uu;gr;fn;;tp
硜	;ug;ug;ug;ug,uj;mu;dg;;hh
鏗	;jt;jt;jt;jj;zg;qa;;jh
銵	;ju;ju;ju;ju;zz;qt;;jp
鍞	;jb;jb;jb;jv;zo;qh;;js
䡰	;ik;ti;ui;ik;gy;fn;;
劥	;wl;wl;wl;lk;zs;ym;;dv
坈	;tj;tj;tj;tr;go;fp;;td
挳	;fg;fg;fg;fg,fj;uu;rg;;fh
揁	;fb;fb;fb;fv;uo;rh;;fs
摼	;ft;ft;ft;fj;ug;ra;;fh
牼	;ng;ng;ng;ng,nj;qu;tr;;ph
硻	;iu;iu;iu;uy;qm;ah;;hk
誙	;yg;yg;wg;yg,yj;su;yg;;ah
𠠷	;lg;pl;vl;lg;as;nq;;
𡞚	;nk;no;nf;nk;bv;vh;;
𡷨	;ug;ug;eg;uj,ug;vu;mg;;
𣢐	;qq;qq;dr;qq;ee;qw;;
𣢴	;qr;pq;pr;qr;ee;ra;;
𣫒	;ug;tg;ug;kj,ug;gu;fn;;
𥉸	;ot;ot;ot;oj;qg;ha;;
𥑅	;uj;uj;uj;uj;mk;dt;;
𥑒	;ux;ux;ux;ue,ux;my;dw;;
𥒁	;uv;uv;uv;uv;mo;dy;;
𥒱	;up;up;up;ux;me;dg;;
𥥳	;bv;bv;bv;xv;ei;pw;;
𧀘	;cb;cb;cb;cc,cz;lo;an;;
𨌳	;io;io;io;ik;yv;lh;;
𨌶	;io;io;io;im;yq;ly;;
𨍑	;io;io;io;iy;yx;lu;;
矼	;ug;ug;ug;ug;mu;da;ug;hh;bh
鞚	;gg;gg;gg;gk;tu;af;;cb
鵼	;bn;bn;bn;nk;ex;pw;;bp
椌	;mg;mg;mg;mk;eu;sp;;mb
悾	;xg;xg;xg;xk;hu;np;;xb
涳	;dg;dg;dg;dk;ku;ip;;ub
錓	;jq;jv;jq;jg,jq;za;qu;;jd
㚚	;dk;dk;dk;dm;md;dq;;
㤟	;qx;qx;qx;xq;yh;ma;;
㸜	;pg;pg;pg;pk;au;nh;;
羫	;yg;yg;yg;yk;gu;ud;;db
躻	;ug;ug;ug;uk;zu;tm;;pb
𠀝	;xu;xu;xu;xu;ff;gh;;
𢃐	;jg;jg;jg;jk;ru;mh;;
𢪬	;fv;fv;fv;fk;ua;rb;;
𢷙	;fg;fg;fg;fk;uu;rt;;
𢽦	;by;by;by;wk,kp,pk;eh;pw;;
𣏺	;mv;mv;mv;mk;ea;sb;;
